<title>/IN --> IN/IN
like/IN --> like/IN
a/DT --> a/DT
weed/NN --> weed/NN
,/, --> ,/,
so/RB --> so/RB
that/IN --> that/IN
she/PRP --> she/PRP
had/VBD --> have/VBD
no/DT --> no/DT
peace/NN --> peace/NN
day/NN --> day/NN
or/CC --> or/CC
night/NN --> night/NN
./. --> ./.
She/PRP --> she/PRP
called/VBD --> call/VBD
a/DT --> a/DT
huntsman/NN --> huntsman/NN
,/, --> ,/,
and/CC --> and/CC
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
Take/VB --> take/VB
the/DT --> the/DT
child/NN --> child/NN
away/RB --> away/RB
into/IN --> into/IN
the/DT --> the/DT
forest/NN --> forest/NN
;/: --> ;/:
I/PRP --> I/PRP
will/MD --> will/MD
no/RB --> no/RB
longer/RB --> longer/RB
have/VB --> have/VB
her/PRP$ --> she/PRP$
in/IN --> in/IN
my/PRP$ --> my/PRP$
sight/NN --> sight/NN
./. --> ./.
Kill/VB --> kill/VB
her/PRP --> she/PRP
,/, --> ,/,
and/CC --> and/CC
bring/VB --> bring/VB
me/PRP --> I/PRP
back/VB --> back/VB
her/PRP$ --> she/PRP$
heart/NN --> heart/NN
as/IN --> as/IN
a/DT --> a/DT
token/JJ --> token/JJ
./. --> ./.
''/'' --> ''/''
The/DT --> the/DT
huntsman/NN --> huntsman/NN
obeyed/VBD --> obey/VBD
,/, --> ,/,
and/CC --> and/CC
took/VBD --> take/VBD
her/PRP --> she/PRP
away/RB --> away/RB
;/: --> ;/:
but/CC --> but/CC
when/WRB --> when/WRB
he/PRP --> he/PRP
had/VBD --> have/VBD
drawn/VBN --> draw/VBN
his/PRP$ --> he/PRP$
knife/NN --> knife/NN
,/, --> ,/,
and/CC --> and/CC
was/VBD --> be/VBD
about/IN --> about/IN
to/TO --> to/TO
pierce/VB --> pierce/VB
Snow-white/NN --> snow-white/NN
's/POS --> 's/POS
innocent/JJ --> innocent/JJ
heart/NN --> heart/NN
,/, --> ,/,
she/PRP --> she/PRP
began/VBD --> begin/VBD
to/TO --> to/TO
weep/NN --> weep/NN
,/, --> ,/,
and/CC --> and/CC
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
Ah/UH --> ah/UH
dear/RB --> dear/RB
huntsman/JJ --> huntsman/JJ
