<title>/IN --> IN/IN
take/VB --> take/VB
off/RP --> off/RP
the/DT --> the/DT
lid/NN --> lid/NN
,/, --> ,/,
''/'' --> ''/''
and/CC --> and/CC
gets/VBZ --> get/VBZ
up/RP --> up/RP
,/, --> ,/,
and/CC --> and/CC
strikes/VBZ --> strike/VBZ
the/DT --> the/DT
doll/NN --> doll/NN
on/IN --> on/IN
the/DT --> the/DT
head/NN --> head/NN
so/RB --> so/RB
that/IN --> that/IN
her/PRP$ --> she/PRP$
cap/NN --> cap/NN
falls/VBZ --> fall/VBZ
off/RP --> off/RP
./. --> ./.
Then/RB --> then/RB
the/DT --> the/DT
little/JJ --> little/JJ
hare/NN --> hare/NN
sees/VBZ --> see/VBZ
that/IN --> that/IN
it/PRP --> it/PRP
is/VBZ --> be/VBZ
not/RB --> not/RB
his/PRP$ --> he/PRP$
bride/NN --> bride/NN
,/, --> ,/,
and/CC --> and/CC
goes/VBZ --> go/VBZ
away/RB --> away/RB
and/CC --> and/CC
is/VBZ --> be/VBZ
sorrowful/JJ --> sorrowful/JJ
./. --> ./.
